title,author,info_type,post_agency,nation,article_date,link_url,domain,subject,text
Pregnancy blood test ‘rapid sensor’ can detect birth risks earlier ,,T0,昆士兰大学,澳大利亚,2025-02-27,https://www.uq.edu.au/news/article/2025/02/pregnancy-blood-test-rapid-sensor%E2%80%99-can-detect-birth-risks-earlier,F0,AG0,UQ researchers have developed a new rapid sensor that can detect pregnancy complications as early as 11 weeks – with a simple blood test. 
UQ steps into primary schools,,T0,昆士兰大学,澳大利亚,2025-02-27,https://www.uq.edu.au/news/article/2025/02/uq-steps-primary-schools,F0,AG0,"UQ is going back to primary school to give young learners access to top-tier education, in a unique collaboration to combat the growing shortage of language teachers."
Slowing food spoilage without chemicals,,T0,昆士兰大学,澳大利亚,2025-02-26,https://www.uq.edu.au/news/article/2025/02/slowing-food-spoilage-without-chemicals,F0,AG0,UQ studies have used a natural tree sap gum and light to extend the shelf life of fresh fruit and vegetables to combat food waste.
Culturally tailored interventions key to combatting early onset type 2 diabetes,,T0,昆士兰大学,澳大利亚,2025-02-26,https://www.uq.edu.au/news/article/2025/02/culturally-tailored-interventions-key-combatting-early-onset-type-2-diabetes,F0,AG0,"Culturally appropriate programs that build on the strengths and knowledge of Indigenous communities are crucial for reducing the burden of type 2 diabetes among young people, a UQ study has found."
UQ educators recognised with Australian national teaching award,,T0,昆士兰大学,澳大利亚,2025-02-25,https://www.uq.edu.au/news/article/2025/02/uq-educators-recognised-australian-national-teaching-award,F0,AG0,A UQ professor recognised for a 35-year career in Indigenous education has been honoured with a Career Achievement Award.
‘Culturally unsafe’ healthcare putting Indigenous youth at risk,,T0,昆士兰大学,澳大利亚,2025-02-25,https://www.uq.edu.au/news/article/2025/02/culturally-unsafe%E2%80%99-healthcare-putting-indigenous-youth-risk,F0,AG0,"Indigenous children and young adults are dying from rheumatic heart disease due to ‘culturally unsafe’ and inaccessible healthcare in Australia, UQ researchers have found."
Flexible crystals reveal secrets of elasticity,,T0,昆士兰大学,澳大利亚,2025-02-24,https://www.uq.edu.au/news/article/2025/02/flexible-crystals-reveal-secrets-of-elasticity,F0,AG0,"Australian scientists have gained new insights into the fundamental behaviour of flexible materials, allowing for the design of new building materials and technology. "
The ASIO threat assessment is a dark outlook for Australia’s security,,T0,昆士兰大学,澳大利亚,2025-02-20,https://www.uq.edu.au/news/article/2025/02/asio-threat-assessment-dark-outlook-australia%E2%80%99s-security,F0,AG0,ASIO's latest Annual Threat Assessment warns of an unprecedented number of challenges ahead - are Australia's criminal laws up to the task?
UQ researcher receives grant to collaborate with leading international researchers ,,T0,昆士兰大学,澳大利亚,2025-02-20,https://www.uq.edu.au/news/article/2025/02/uq-researcher-receives-grant-collaborate-leading-international-researchers,F0,AG0,A UQ researcher has been awarded a 2025 Early- and Mid-Career Researcher (EMCR) Mobility Grant from the Australian Academy of Science to collaborate with international field-leading experts on ways to support cancer patients. 
UQ ranked 4th nationally in reputation ranking ,,T0,昆士兰大学,澳大利亚,2025-02-19,https://www.uq.edu.au/news/article/2025/02/uq-ranked-4th-nationally-reputation-ranking,F0,AG0,"The University of Queensland has been named among the world’s top universities in the Times Higher Education (THE) 2025 World Reputation Ranking, rising to 4th in Australia and 78th globally. "
"Cardboard panels offer lightweight, sustainable solution for temporary housing",,T0,昆士兰大学,澳大利亚,2025-02-19,https://www.uq.edu.au/news/article/2025/02/cardboard-panels-offer-lightweight-sustainable-solution-temporary-housing,F0,AG0,"Temporary housing for people displaced by natural disasters could become cheaper, lighter and more sustainable with innovative new timber-cardboard construction panels developed by UQ researchers."
UQ to lead Australian clinical trial of next-gen ovarian cancer screening test ,,T0,昆士兰大学,澳大利亚,2025-02-19,https://www.uq.edu.au/news/article/2025/02/uq-lead-australian-clinical-trial-of-next-gen-ovarian-cancer-screening-test,F0,AG0,Clinical trials of a simple and accurate blood test to detect early-stage ovarian cancer – key to boosting survival rates – will begin at UQ this year.
UQ Professor elected American Academy of Microbiology Fellow  ,,T0,昆士兰大学,澳大利亚,2025-02-18,https://www.uq.edu.au/news/article/2025/02/uq-professor-elected-american-academy-of-microbiology-fellow,F0,AG0,Institute for Molecular Bioscience Executive Director Professor Ian Henderson has been elected a Fellow by the American Academy of Microbiology in recognition of his work as a world-leading microbiologist. 
Heatwave mortality studies reveal climate change impacts and risk for cities,,T0,昆士兰大学,澳大利亚,2025-02-18,https://www.uq.edu.au/news/article/2025/01/heatwave-mortality-studies-reveal-climate-change-impacts-and-risk-cities,F0,AG0,Mortality rates during heatwaves have been put in the spotlight with research from The University of Queensland showing a 20 per cent increase in heatwave-related deaths due to human-induced climate change.
Fish & chips shouldn’t come with a catch: How Australia can keep illegal seafood off our plates,,T0,昆士兰大学,澳大利亚,2025-02-18,https://www.uq.edu.au/news/article/2025/02/fish-chips-shouldn%E2%80%99t-come-catch-how-australia-can-keep-illegal-seafood-our%C2%A0plates,F0,AG0,"When it comes to trade in seafood, UQ researchers say Australia's border is like a net full of holes."
UQ copper processing start-up to help unlock global resources,,T0,昆士兰大学,澳大利亚,2025-02-17,https://www.uq.edu.au/news/article/2025/02/uq-copper-processing-start-help-unlock-global-resources,F0,AG0,Inaccessible supplies of an element crucial to powering a clean-energy future are set to be unlocked with technology developed by UQ.
Study reveals rainforest tree tactics for different climates,,T0,昆士兰大学,澳大利亚,2025-02-17,https://www.uq.edu.au/news/article/2025/02/study-reveals-rainforest-tree-tactics-different-climates,F0,AG0,A UQ team has completed one of the most comprehensive surveys of Australia’s subtropical rainforests to document how climate dictates what species thrive in different locations.
Biomedicine shows the way to future food crops ,,T0,昆士兰大学,澳大利亚,2025-02-14,https://www.uq.edu.au/news/article/2025/02/biomedicine-shows-way-future-food-crops,F0,AG0,"UQ researchers have for the first time introduced genetic material into plants via their roots, opening a potential pathway for rapid crop improvement. "
"What Denmark can learn from Malawi: Trees can benefit health, local economies and climate",,T0,哥本哈根大学,丹麦,2025-03-14,https://news.ku.dk/all_news/2025/03/what-denmark-can-learn-from-malawi-trees-can-benefit-health-local-economies-and-climate/,F0,AG0,"Denmark's Green Tripartite Agreement aims to plant trees in an effort to restore nature and reduce agricultural land. However, a new study from Malawi shows that trees can do more than just capture CO₂ – they can also…"
Hot crocs show impacts of a warming climate,,T0,昆士兰大学,澳大利亚,2025-02-13,https://www.uq.edu.au/news/article/2025/02/hot-crocs-show-impacts-of-warming-climate,F0,AG0,"Crocodiles in northern Australia are heating up as the climate warms, with higher body temperatures changing their behaviour."
Evidence of discrimination does not sway public support for policies,,T0,哥本哈根大学,丹麦,2025-03-11,https://news.ku.dk/all_news/2025/03/evidence-of-discrimination-does-not-sway-public-support-for-policies/,F0,AG0,A new study from the University of Copenhagen challenges the effectiveness of information campaigns aimed at combating discrimination.
Cancer immunotherapy treatment dramatically reduces sunspots,,T0,昆士兰大学,澳大利亚,2025-02-13,https://www.uq.edu.au/news/article/2025/02/cancer-immunotherapy-treatment-dramatically-reduces-sunspots,F0,AG0,"UQ researchers have discovered immunotherapy, when used to treat people with advanced cancers, also helps reduce sunspots and skin cancers by at least 65 per cent."
New Rector at the University of Copenhagen,,T0,哥本哈根大学,丹麦,2025-03-06,https://news.ku.dk/all_news/2025/03/new-rector-at-the-university-of-copenhagen/,F0,AG0,Henrik C. Wegener has passed the rector chain on to David Dreyer Lassen.
Researchers share new knowledge about 'toddlers' with parents and professionals,,T0,哥本哈根大学,丹麦,2025-03-05,https://news.ku.dk/all_news/2025/03/researchers-share-new-knowledge-about-toddlers/,F0,AG0,"With support from Nordea-fonden, psychologists at the UCPH will strengthen the social and emotional development of 1-2 year-olds through the project 'Understanding your toddler'."
New Research: Strong Link Between Western Diet During Pregnancy and ADHD ,,T0,哥本哈根大学,丹麦,2025-03-04,https://news.ku.dk/all_news/2025/03/new-research-strong-link-between-western-diet-during-pregnancy-and-adhd/,F0,AG0,New research from Denmark reveals that a mother’s diet during pregnancy—characterised by a Western dietary pattern high in fat and sugar and low in fresh ingredients—may increase the risk of neurodevelopmental disorders…
"VAT adjustments could save 170,000 lives a year in Europe",,T0,哥本哈根大学,丹麦,2025-02-27,https://news.ku.dk/all_news/2025/02/vat-adjustments-could-save-170000-lives-a-year-in-europe/,F0,AG0,"170,000 deaths a year could be avoided if European countries were to increase value-added tax (VAT) rates on meat and dairy products, while reducing them on fruits and vegetables. Such changes would also reduce Europe’s…"
"""Well-being is something we create together""",,T0,哥本哈根大学,丹麦,2025-02-25,https://news.ku.dk/all_news/2025/02/well-being-is-something-we-create-together/,F0,AG0,"The Well-being Commission has just presented their long-awaited report. Two members of the commission, Dean Vibeke Koushede and law student Khalil Abdeddaim, share their thoughts on how we can promote well-being among…"
Selfhood is a precondition for true community,,T0,哥本哈根大学,丹麦,2025-02-21,https://news.ku.dk/all_news/2025/02/selfhood-is-a-precondition-for-true-community/,F0,AG0,"In his new book Being We, Professor Dan Zahavi shares the results of five years of research into communal experience. He argues that being part of a we requires an experiential anchoring; an identification with the grou…"
"Twenty years on, biodiversity struggles to take root in restored wetlands",,T0,哥本哈根大学,丹麦,2025-02-11,https://news.ku.dk/all_news/2025/02/twenty-years-on-biodiversity-struggles-to-take-root-in-restored-wetlands/,F0,AG0,"While the restoration of natural areas is high on political agendas, a comprehensive new study from the University of Copenhagen shows that – after more than two decades – biodiversity growth has stalled in restored…"
Researchers raise the alarm: Antibiotic resistance can spread unpredictably into the environment,,T0,哥本哈根大学,丹麦,2025-02-05,https://news.ku.dk/all_news/2025/02/researchers-raise-the-alarm-antibiotic-resistance-can-spread-unpredictably-into-the-environment/,F0,AG0,"Researchers from the University of Copenhagen have learned that antibiotic resistant DNA can survive on the surface of minerals such as sand or clay, and this may increase the spread of antibiotic resistance from animal…"
Danes find it hard to talk about sex: How to boost the conversation through science,,T0,哥本哈根大学,丹麦,2025-02-03,https://news.ku.dk/all_news/2025/02/danes-find-it-hard-to-talk-about-sex-how-to-boost-the-conversation-through-science/,F0,AG0,"A quarter of the Danish population find it difficult to talk about sex. Our inability to talk about it is bad for our sexual health and enjoyment of life in general – but all’s not lost, says a researcher."
AI creates new winners and losers in the labour market,,T0,哥本哈根大学,丹麦,2025-01-29,https://news.ku.dk/all_news/2025/01/ai-creates-new-winners-and-losers-in-the-labour-market/,F0,AG0,"Demand for professional skills has changed significantly since the launch of ChatGPT in late 2022, according to a new international study."
Gastronomic artist is awarded the Sonning Prize 2025,,T0,哥本哈根大学,丹麦,2025-01-27,https://news.ku.dk/all_news/2025/01/gastronomic-artist-is-awarded-the-sonning-prize-2025/,F0,AG0,"French Hervé This, who invented molecular gastronomy, has fundamentally changed European food culture and put gastro experiences at the top of many people's bucket lists."
Eske Willerslev found the past in two grams of soil. His finding gives us a window into the future,,T0,哥本哈根大学,丹麦,2025-01-23,https://news.ku.dk/all_news/2025/01/eske-willerslev-found-the-past-in-two-grams-of-soil/,F0,AG0,"As a student, Professor Eske Willerslev had an idea: He wanted to extract DNA directly from the soil. This has led to major scientific breakthroughs and an entire new research field, eDNA, for which he now receives one…"
New effective treatment for deadly cancer may be on its way,,T0,哥本哈根大学,丹麦,2025-01-21,https://news.ku.dk/all_news/2025/01/new-effective-treatment-for-deadly-cancer-may-be-on-its-way/,F0,AG0,"A new advanced form of treatment for one of the deadliest cancers worldwide, pancreatic cancer, may be on its way, research from the University of Copenhagen and Rigshospitalet shows. It has the potential to increase…"
Many Greenlanders Face 10 Times Higher Risk of Diabetes – Exercise May Be Their Only Solution,,T0,哥本哈根大学,丹麦,2025-01-20,https://news.ku.dk/all_news/2025/01/many-greenlanders-face-10-times-higher-risk-of-diabetes--exercise-may-be-their-only-solution/,F0,AG0,"A significant portion of the Greenlandic Inuit population carries a genetic variant that increases their risk of type 2 diabetes tenfold. Now, researchers from the University of Copenhagen have discovered that the key t…"
"Textbooks need to be rewritten: RNA, not DNA, is the main cause of acute sunburn",,T0,哥本哈根大学,丹麦,2025-01-17,https://news.ku.dk/all_news/2025/01/textbooks-need-to-be-rewritten-rna-not-dna-is-the-main-cause-of-acute-sunburn/,F0,AG0,"Sunburn has traditionally been attributed to UV-induced DNA damage. However, a new study by the University of Copenhagen and Nanyang Technological University, Singapore, reveals that RNA, another vital cellular molecule…"
Bacteria use a surprising anti-missile defense-like system to fend off viruses,,T0,哥本哈根大学,丹麦,2025-01-16,https://news.ku.dk/all_news/2025/01/bacteria-use-a-surprising-anti-missile-defense-like-system-to-fend-off-viruses/,F0,AG0,"Particularly in the fight against antibiotic resistance, the new findings from the University of Copenhagen could lead to enhanced efficacy of treatments with viruses to fight infection, researchers explain."
"Volcanic eruption caused Neolithic people to sacrifice unique ""sun stones""",,T0,哥本哈根大学,丹麦,2025-01-16,https://news.ku.dk/all_news/2025/01/volcanic-eruption-caused-neolithic-people-to-sacrifice-unique-sun-stones/,F0,AG0,"4,900 years ago, a Neolithic people on the Danish island Bornholm sacrificed hundreds of stones engraved with sun and field motifs. Archaeologists and climate scientists from the University of Copenhagen can now show…"
Historic Drilling Campaign Reaches more than 1.2-Million-Year-Old Ice,,T0,哥本哈根大学,丹麦,2025-01-09,https://news.ku.dk/all_news/2025/01/historic-drilling-campaign-reaches-more-than-1.2-million-year-old-ice/,F0,AG0,"It is expected that the 2,800 meter deep ice core drilling down to the bedrock under the Antarctic ice sheet for the first time will reveal crucial details about the earth's climate and the history of the atmosphere mor…"
"Researchers cure mysterious, deadly skin disease with groundbreaking technology",,T0,哥本哈根大学,丹麦,2025-01-07,https://news.ku.dk/all_news/2025/01/researchers-cure-mysterious-deadly-skin-disease-with-groundbreaking-technology/,F0,AG0,Researchers from the University of Copenhagen have helped cure a life-threatening skin disease in seven patients with the help of advanced protein analysis.
Coming soon – offline speech recognition on your phone,,T0,哥本哈根大学,丹麦,2024-12-13,https://news.ku.dk/all_news/2024/12/coming-soon--offline-speech-recognition-on-your-phone/,F0,AG0,More than one in four people currently integrate speech recognition into their daily lives. A new algorithm developed by a University of Copenhagen researcher and his international colleagues makes it possible to…
How chemical reactions deplete nutrients in plant-based drinks,,T0,哥本哈根大学,丹麦,2024-12-13,https://news.ku.dk/all_news/2024/12/how-chemical-reactions-deplete-nutrients-in-plant-based-drinks/,F0,AG0,"A University of Copenhagen study of plant-based drinks reveals a common issue: they are lacking in proteins and essential amino acids compared to cow’s milk. The explanation lies in their extensive processing, causing…"
Electrical stimulation of the nervous system can improve motor learning,,T0,哥本哈根大学,丹麦,2024-12-12,https://news.ku.dk/all_news/2024/12/electrical-stimulation-of-the-nervous-system-can-improve-motor-learning/,F0,AG0,"Researchers at the University of Copenhagen have demonstrated that the brain's ability to learn certain skills can be significantly enhanced if both the brain and nervous system are primed by carefully-calibrated,…"
New rector: The University of Copenhagen can deliver even more to the world,,T0,哥本哈根大学,丹麦,2024-12-12,https://news.ku.dk/all_news/2024/12/new-rector-the-university-of-copenhagen-can-bring-even-more-to-the-world/,F0,AG0,Professor and Prorector David Dreyer Lassen is the new rector of the University of Copenhagen from 1 March 2025.
One of world's largest glacier floods triggered in Greenland,,T0,哥本哈根大学,丹麦,2024-12-11,https://news.ku.dk/all_news/2024/12/one-of-worlds-largest-glacier-floods-triggered-in-greenland/,F0,AG0,"For the first time, scientists have observed the release of a massive glacial lake outburst in East Greenland, where more than 3,000 billion liters of meltwater were unleashed in just weeks. This rare, natural flooding…"
Newly discovered mechanism in the cell’s energy factory can lead to new treatment of muscle disorders,,T0,哥本哈根大学,丹麦,2024-12-06,https://news.ku.dk/all_news/2024/12/newly-discovered-mechanism-in-the-cells-energy-factory-can-lead-to-new-treatment-of-muscle-disorders/,F0,AG0,Researchers have discovered a mechanism in our cells essential to energy production in the muscles. It may lead to new treatment of disorders affecting the muscles.
"Researchers: If Power-to-X is to be a real climate solution, the state needs to use the stick",,T0,哥本哈根大学,丹麦,2024-12-05,https://news.ku.dk/all_news/2024/12/researchers-if-power-to-x-is-to-be-a-real-climate-solution-the-state-needs-to-use-the-stick/,F0,AG0,"Despite the massive hype surrounding Power-to-X (PtX), most of the world's announced green hydrogen projects lack financing. The market is deemed far too risky by stakeholders. And, there are many potential pitfalls.…"
Playing football with your friends can lead to a healthy old age,,T0,哥本哈根大学,丹麦,2024-12-04,https://news.ku.dk/all_news/2024/12/playing-football-with-your-friends-can-lead-to-a-healthy-old-age/,F0,AG0,"Moderate physical activity can help protect the nerve cells and thus foster healthy ageing, research from the University of Copenhagen and Bispebjerg Hospital shows – and it doesn’t have to be high-performance sports."
Hearing loss: Social isolation is often the most serious handicap,,T0,哥本哈根大学,丹麦,2024-12-04,https://news.ku.dk/all_news/2024/12/hearing-loss-social-isolation-is-often-the-most-serious-handicap/,F0,AG0,A study from the University of Copenhagen points to the need to strengthen informal communities of people with hearing loss.
Employees have had access to personal data they should not have had access to,,T0,哥本哈根大学,丹麦,2024-11-29,https://news.ku.dk/all_news/2024/11/employees-have-had-access-to-personal-data-they-should-not-have-had-access-to/,F0,AG0,"The University of Copenhagen regrets to announce that groups of employees have had too wide access to personal data for a number of years. The case is still under investigation, but there are no indications of personal…"
Head of Department is the new Dean of SCIENCE,,T0,哥本哈根大学,丹麦,2024-11-28,https://news.ku.dk/all_news/2024/11/head-of-department-is-the-new-dean-of-science/,F0,AG0,"On 1 January, Professor Bo Jellesmark Thorsen will take over from Dean Katrine Krogh Andersen, who has headed the Faculty of Science since 1 January 2020."
Researchers eliminate the gritty mouth feel: How to make it easier to eat fiber-rich foods,,T0,哥本哈根大学,丹麦,2024-11-20,https://news.ku.dk/all_news/2024/11/researchers-eliminate-the-gritty-mouth-feel-how-to-make-it-easier-to-eat-fiber-rich-foods/,F0,AG0,"Fiber is something that most of us get far too little of. To change that, we need to actually enjoy eating it. Food researchers from the University of Copenhagen have now invented a ""disguise"" that solves the problem of…"
The youngest girls in class are more likely to receive ADHD medication,,T0,哥本哈根大学,丹麦,2024-11-20,https://news.ku.dk/all_news/2024/11/the-youngest-girls-in-class-are-more-likely-to-receive-adhd-medication/,F0,AG0,Economics students show that the youngest girls in a school class are more likely to be treated for ADHD.
Daughters Make a Difference: Doctors' Family Lives Impact Women's Health,,T0,哥本哈根大学,丹麦,2024-11-19,https://news.ku.dk/all_news/2024/11/daughters-make-a-difference/,F0,AG0,"New research from the Department of Economics shows that male doctors with daughters are more attentive to female-specific health issues, leading to better health outcomes for their female patients."
New study shows promising results for COPD treatment,,T0,哥本哈根大学,丹麦,2024-11-19,https://news.ku.dk/all_news/2024/11/new-study-shows-promising-results-for-copd-treatment/,F0,AG0,A new study carried out by researchers at the University of Copenhagen and Bispebjerg Hospital shows that a form of vitamin B3 can reduce lung inflammation in COPD patients.
The myth of junkfood-eating gamers is actually about social hunger – and gender,,T0,哥本哈根大学,丹麦,2024-11-18,https://news.ku.dk/all_news/2024/11/the-myth-of-junkfood-eating-gamers-is-actually-about-social-hunger--and-gender/,F0,AG0,"Gamers are often associated with unhealthy diets, messy living spaces and at times asocial lifestyles. While the gamer stereotypes first mentioned have some basis in reality, this is not necessarily for the reasons we…"
Groundbreaking discovery could lead to next generation of weight loss drugs,,T0,哥本哈根大学,丹麦,2024-11-14,https://news.ku.dk/all_news/2024/11/groundbreaking-discovery-could-lead-to-next-generation-of-weight-loss-drugs/,F0,AG0,Researchers from the University of Copenhagen have discovered a new weight loss drug target that works without causing nausea or loss of muscle mass. The discovery could lead to new therapy for millions of people with…
Children's gut bacteria may hold the key to diarrhea treatment,,T0,哥本哈根大学,丹麦,2024-11-13,https://news.ku.dk/all_news/2024/11/childrens-gut-bacteria-may-hold-the-key-to-diarrhea-treatment/,F0,AG0,"Diarrhea claims the lives of 500,000 children each year in low- and middle-income countries. Now, Danish and Ethiopian researchers have linked chronic diarrhea to a specific pattern of gut bacteria, a discovery that…"
Researchers develop nanofiber patch for treatment of psoriasis,,T0,哥本哈根大学,丹麦,2024-11-12,https://news.ku.dk/all_news/2024/11/researchers-develop-nanofiber-patch-for-treatment-of-psoriasis/,F0,AG0,Researchers at the University of Copenhagen have developed a patch for easier and more effective treatment of psoriasis.
Debunked: Children aren’t quicker at picking up new motor skills than adults,,T0,哥本哈根大学,丹麦,2024-11-12,https://news.ku.dk/all_news/2024/11/debunked-children-arent-quicker-at-picking-up-new-motor-skills-than-adults/,F0,AG0,"Contrary to popular belief, children aren’t better at learning new skills than adults. Indeed, young adults seem to learn faster than kids – but also tend to forget more quickly. Here, better sleep seems to advantage…"
Elite coaches see compassion as a path to better performance,,T0,哥本哈根大学,丹麦,2024-11-07,https://news.ku.dk/all_news/2024/11/elite-coaches-see-compassion-as-a-path-to-better-performance/,F0,AG0,"The potential of using compassion as a tool in elite sport is high, both for the individual athlete and in terms of sporting results, a new study involving Danish high-performance coaches shows."
Researchers hope to develop novel drugs for gastrointestinal disorders by fermenting feces,,T0,哥本哈根大学,丹麦,2024-11-05,https://news.ku.dk/all_news/2024/11/researchers-hope-to-develop-novel-drugs-for-gastrointestinal-disorders-by-fermenting-feces/,F0,AG0,"In a new study, researchers at the University of Copenhagen have been cultivating ‘good viruses’ from feces. The goal is to replace fecal capsules now being used in so-called fecal transplants. Their new technique has…"
High school students promoted to real researchers,,T0,哥本哈根大学,丹麦,2024-10-28,https://news.ku.dk/all_news/2024/10/high-school-students-promoted-to-real-researchers/,F0,AG0,"Besides helping to collect samples or spot butterflies for research projects — non-professionals can now conduct actual laboratory work alongside professional researchers. Together with Danish high schools, the…"
AI can now be our eyes and ears in the forest and beneath the waves,,T0,哥本哈根大学,丹麦,2024-10-23,https://news.ku.dk/all_news/2024/10/ai-can-now-be-our-eyes-and-ears-in-the-forest-and-beneath-the-waves/,F0,AG0,Animal sounds combined with artificial intelligence (AI) can revolutionize biodiversity monitoring both on land and in aquatic settings according to researchers from the University of Copenhagen. By analyzing wildlife…
‘Vegetarian’ salmon might lead the way to better health for humans and fish,,T0,哥本哈根大学,丹麦,2024-10-15,https://news.ku.dk/all_news/2024/10/vegetarian-salmon-might-lead-the-way-to-better-health-for-humans-and-fish/,F0,AG0,"Plant-based salmon feed aims to make salmon production more sustainable. This can result in better fish for dinner, and knowledge about gut bacteria can also impact more sustainable feed for other farm animals."
Seven New Frog Species Discovered in Madagascar: Sounds Like Something from Star Trek,,T0,哥本哈根大学,丹麦,2024-10-15,https://news.ku.dk/all_news/2024/10/seven-new-frog-species-discovered-in-madagascar-sounds-like-something-from-star-trek/,F0,AG0,"An international team of researchers have discovered seven new species of tree frogs that make otherworldly calls in the rainforests of Madagascar. Their strange, high-pitched whistling calls sound more like sound…"
This is why we stop faking orgasms,,T0,哥本哈根大学,丹麦,2024-10-15,https://news.ku.dk/all_news/2024/10/this-is-why-we-stop-faking-orgasms/,F0,AG0,"When we stop faking orgasms, it can be a sign that we have developed better sexual communication with our partners, explain the researchers behind a new study."
"""Islands"" of Regularity Discovered in the Famously Chaotic Three-Body Problem",,T0,哥本哈根大学,丹麦,2024-10-11,https://news.ku.dk/all_news/2024/10/islands-of-regularity-discovered-in-the-famously-chaotic-three-body-problem/,F0,AG0,"When three massive objects meet in space, they influence each other through gravity in ways that evolve unpredictably. In a word: Chaos. That is the conventional understanding. Now, a researcher from the University of…"
Our attention is not failing us – it almost works too well,,T0,哥本哈根大学,丹麦,2024-10-10,https://news.ku.dk/all_news/2024/10/our-attention-is-not-failing-us--it-almost-works-too-well/,F0,AG0,"The mobile phone is often blamed for drowning us in information and stealing our attention. But it is rather our inner reward system that our phones and tech companies utilize, shows new research from the University of…"
New centre of excellence to promote early childhood mental health,,T0,哥本哈根大学,丹麦,2024-10-09,https://news.ku.dk/all_news/2024/10/new-centre-of-excellence-to-promote-early-childhood-mental-health/,F0,AG0,"With three large grants, the Department of Psychology, UCPH, and the National Institute of Public Health at SDU are establishing a Centre of Excellence in Early Intervention and Family Studies."
Quantum researchers come up with a recipe that could accelerate drug development,,T0,哥本哈根大学,丹麦,2024-10-03,https://news.ku.dk/all_news/2024/10/quantum-researchers-come-up-with-a-recipe-that-could-accelerate-drug-development/,F0,AG0,"University of Copenhagen mathematicians have developed a recipe for upgrading quantum computers to simulate complex quantum systems, such as molecules. Their discovery brings us closer to being able to predict how new…"
The Vikings were part of a global network trading in ivory from Greenland,,T0,哥本哈根大学,丹麦,2024-09-30,https://news.ku.dk/all_news/2024/10/the-vikings-were-part-of-a-global-network-trading-in-ivory-from-greenland/,F0,AG0,DNA analyses reveal that the vikings brought walrus ivory from Greenland on to Europe and probably as far as the Middle East via extensive trade networks.
A simple blood test can help spot health risks for children with obesity,,T0,哥本哈根大学,丹麦,2024-09-26,https://news.ku.dk/all_news/2024/09/a-simple-blood-test-can-help-spot-health-risks-for-children-with-obesity/,F0,AG0,"Clues from blood in children with obesity may predict health problems like diabetes and heart disease, which makes an opportunity to use blood tests to assess the risk of cardiometabolic diseases, shows research from th…"
"Long-COVID sufferers are conserving strength with a ""hack"" of their fitness tech",,T0,哥本哈根大学,丹麦,2024-09-26,https://news.ku.dk/all_news/2024/09/long-covid-sufferers-are-conserving-strength-with-a-hack-of-their-fitness-tech/,F0,AG0,"When people suffering from the long-term effects of COVID-19 faced more questions than answers from doctors, they began collecting data on themselves using fitness watches to better understand their disease. University…"
AI could predict breast cancer risk via ‘zombie cells’,,T0,哥本哈根大学,丹麦,2024-09-26,https://news.ku.dk/all_news/2024/09/httpshealthsciences.ku.dknewsfaculty-news202409ai-could-predict-breast-cancer-risk-via-zombie-cells/,F0,AG0,Research from the University of Copenhagen shows that new AI technology is better at predicting the risk of breast cancer than current clinical benchmarks.
Now we know why children with Down’s syndrome have higher risk of Leukemia,,T0,哥本哈根大学,丹麦,2024-09-26,https://news.ku.dk/all_news/2024/09/children-with-downs-syndrome-leukemia/,F0,AG0,"People with Down’s syndrome face a higher risk of developing Leukemia. Now researchers from the University of Copenhagen explain why, by identifying specific changes in blood cells of people with Down’s syndrome."
Do you feel eco-guilt or eco-shame? Emotions reveal how much we care about the environment,,T0,哥本哈根大学,丹麦,2024-09-25,https://news.ku.dk/all_news/2024/09/do-you-feel-eco-guilt-or-eco-shame-emotions-reveal-how-much-we-care-about-the-environment/,F0,AG0,"Green choices related to everyday climate, environment and sustainability decisions are influenced by shame and guilt according to a new study from the University of Copenhagen. And the way one feels hinges upon one’s…"
Rich and poor both willing to pay for more equality,,T0,哥本哈根大学,丹麦,2024-09-25,https://news.ku.dk/all_news/2024/09/rich-and-poor-both-willing-to-pay-for-more-equality/,F0,AG0,"At both ends of the income scale, opponents of inequality will pay to equalise economic differences in society – as long as it is done publicly. This is shown in a new study from CEBI."
Cone snail venom may improve treatment for hormonal disorders,,T0,哥本哈根大学,丹麦,2024-09-18,https://news.ku.dk/all_news/2024/09/cone-snail-venom-may-improve-treatment/,F0,AG0,"Sea snails secrete hormone-like toxins causing extended insulin shock in its prey, new research from the University of Copenhagen concludes. The toxin may be used to improve treatment for hormonal disorders."
"
                    European countries agree to strengthen position in semiconductor industry",,T0,荷兰经济事务和气候政策部,荷兰,2025-03-12,https://www.government.nl/ministries/ministry-of-economic-affairs/news/2025/03/12/european-countries-agree-to-strengthen-position-in-semiconductor-industry,F0,AG0,"At the initiative of minister Beljaarts of Economic Affairs of The Netherlands, 9 countries have established the Semicon ..."
"
                    Take stock and take action on better digital regulation for SMEs in the EU",,T0,荷兰经济事务和气候政策部,荷兰,2024-12-06,https://www.government.nl/ministries/ministry-of-economic-affairs/news/2024/12/06/take-stock-and-take-action-on-better-digital-regulation-for-smes-in-the-eu,F0,AG0,The new EU digital rulebook touches all dimensions of the digital economy. It aims to significantly improve competition and ...
